Date,Open,High,Low,Close,Adj Close,Volume
2020-12-14 13:36:00,19079.90000000,19094.81000000,19078.69000000,19089.66000000,19089.66000000,17.84850000
2020-12-14 13:37:00,19089.02000000,19091.52000000,19078.85000000,19080.39000000,19080.39000000,23.07034200
2020-12-14 13:38:00,19080.38000000,19091.29000000,19080.02000000,19090.01000000,19090.01000000,11.89098900
2020-12-14 13:39:00,19090.00000000,19099.66000000,19087.20000000,19098.90000000,19098.90000000,10.91597100
2020-12-14 13:40:00,19097.54000000,19100.28000000,19090.12000000,19097.52000000,19097.52000000,17.87064200
2020-12-14 13:41:00,19097.51000000,19097.51000000,19090.00000000,19094.13000000,19094.13000000,19.44709700
2020-12-14 13:42:00,19094.13000000,19099.88000000,19090.04000000,19092.07000000,19092.07000000,10.10830600
2020-12-14 13:43:00,19092.06000000,19092.17000000,19088.94000000,19089.99000000,19089.99000000,8.05273400
2020-12-14 13:44:00,19090.00000000,19090.00000000,19070.00000000,19071.54000000,19071.54000000,20.85322900
2020-12-14 13:45:00,19071.25000000,19088.39000000,19068.13000000,19088.11000000,19088.11000000,38.17452000
2020-12-14 13:46:00,19088.11000000,19090.11000000,19081.51000000,19087.84000000,19087.84000000,11.93336800
2020-12-14 13:47:00,19087.84000000,19098.33000000,19086.94000000,19090.01000000,19090.01000000,9.80840900
2020-12-14 13:48:00,19090.01000000,19094.19000000,19089.00000000,19092.10000000,19092.10000000,13.03103700
2020-12-14 13:49:00,19092.08000000,19092.28000000,19087.34000000,19092.27000000,19092.27000000,15.93604200
2020-12-14 13:50:00,19092.27000000,19093.01000000,19085.35000000,19086.61000000,19086.61000000,16.68724600
2020-12-14 13:51:00,19086.62000000,19086.62000000,19074.26000000,19077.68000000,19077.68000000,55.76985500
2020-12-14 13:52:00,19077.68000000,19079.87000000,19070.00000000,19078.38000000,19078.38000000,78.75933600
2020-12-14 13:53:00,19078.39000000,19090.03000000,19070.48000000,19086.99000000,19086.99000000,36.35347200
2020-12-14 13:54:00,19087.00000000,19094.53000000,19083.61000000,19091.26000000,19091.26000000,28.36431900
2020-12-14 13:55:00,19091.25000000,19095.00000000,19084.53000000,19091.64000000,19091.64000000,20.93030200
2020-12-14 13:56:00,19091.64000000,19093.22000000,19083.46000000,19090.12000000,19090.12000000,22.91209700
2020-12-14 13:57:00,19090.12000000,19092.33000000,19086.30000000,19091.14000000,19091.14000000,10.80083200
2020-12-14 13:58:00,19091.15000000,19097.26000000,19087.38000000,19090.06000000,19090.06000000,11.71260300
2020-12-14 13:59:00,19090.06000000,19090.07000000,19083.02000000,19085.53000000,19085.53000000,10.97966000
2020-12-14 14:00:00,19085.53000000,19090.07000000,19080.40000000,19085.74000000,19085.74000000,38.96548400
2020-12-14 14:01:00,19085.72000000,19114.91000000,19085.71000000,19114.91000000,19114.91000000,32.74923500
2020-12-14 14:02:00,19114.92000000,19125.00000000,19114.90000000,19119.56000000,19119.56000000,16.05476100
2020-12-14 14:03:00,19119.57000000,19123.00000000,19117.02000000,19119.75000000,19119.75000000,19.17522800
2020-12-14 14:04:00,19119.76000000,19121.09000000,19116.28000000,19121.09000000,19121.09000000,11.16724500
2020-12-14 14:05:00,19121.10000000,19121.10000000,19107.00000000,19116.21000000,19116.21000000,19.38931000
2020-12-14 14:06:00,19116.95000000,19120.12000000,19112.03000000,19116.56000000,19116.56000000,29.36447900
2020-12-14 14:07:00,19115.67000000,19148.97000000,19111.92000000,19148.96000000,19148.96000000,53.63621700
2020-12-14 14:08:00,19148.96000000,19160.00000000,19137.26000000,19138.31000000,19138.31000000,58.22078000
2020-12-14 14:09:00,19138.32000000,19140.37000000,19131.62000000,19131.63000000,19131.63000000,16.53269600
2020-12-14 14:10:00,19131.63000000,19134.98000000,19122.46000000,19131.78000000,19131.78000000,16.82804900
2020-12-14 14:11:00,19131.79000000,19131.79000000,19127.65000000,19127.65000000,19127.65000000,8.70554400
2020-12-14 14:12:00,19127.66000000,19130.87000000,19123.92000000,19130.64000000,19130.64000000,11.33764500
2020-12-14 14:13:00,19130.57000000,19133.37000000,19121.04000000,19121.04000000,19121.04000000,19.76564800
2020-12-14 14:14:00,19121.04000000,19122.39000000,19116.27000000,19117.53000000,19117.53000000,16.80972900
2020-12-14 14:15:00,19117.53000000,19151.51000000,19114.92000000,19151.51000000,19151.51000000,48.00161800
2020-12-14 14:16:00,19151.51000000,19152.00000000,19140.99000000,19144.16000000,19144.16000000,28.57984100
2020-12-14 14:17:00,19144.15000000,19161.76000000,19137.06000000,19140.51000000,19140.51000000,85.55521700
2020-12-14 14:18:00,19142.45000000,19151.31000000,19137.75000000,19150.00000000,19150.00000000,29.34516000
2020-12-14 14:19:00,19150.00000000,19155.99000000,19137.31000000,19143.66000000,19143.66000000,49.81566700
2020-12-14 14:20:00,19143.67000000,19166.04000000,19139.81000000,19165.18000000,19165.18000000,50.84373300
2020-12-14 14:21:00,19165.49000000,19165.71000000,19154.09000000,19156.87000000,19156.87000000,45.47337200
2020-12-14 14:22:00,19157.38000000,19157.50000000,19150.43000000,19152.76000000,19152.76000000,22.58149800
2020-12-14 14:23:00,19152.76000000,19154.36000000,19149.50000000,19149.64000000,19149.64000000,38.12008400
2020-12-14 14:24:00,19149.76000000,19150.00000000,19138.24000000,19148.27000000,19148.27000000,25.48396100
2020-12-14 14:25:00,19148.28000000,19150.00000000,19143.45000000,19149.06000000,19149.06000000,30.43876500
2020-12-14 14:26:00,19149.06000000,19149.73000000,19142.64000000,19142.72000000,19142.72000000,26.96383800
2020-12-14 14:27:00,19142.71000000,19142.71000000,19135.00000000,19139.70000000,19139.70000000,23.16687100
2020-12-14 14:28:00,19139.70000000,19139.70000000,19131.93000000,19131.93000000,19131.93000000,14.89793000
2020-12-14 14:29:00,19131.94000000,19135.69000000,19131.10000000,19131.56000000,19131.56000000,29.55811800
2020-12-14 14:30:00,19131.56000000,19131.93000000,19127.36000000,19130.72000000,19130.72000000,15.03652800
2020-12-14 14:31:00,19130.73000000,19131.93000000,19128.43000000,19129.47000000,19129.47000000,10.96976300
2020-12-14 14:32:00,19129.48000000,19144.00000000,19128.96000000,19141.84000000,19141.84000000,22.32253000
2020-12-14 14:33:00,19141.84000000,19141.84000000,19135.12000000,19137.50000000,19137.50000000,12.79874700
2020-12-14 14:34:00,19137.51000000,19140.29000000,19132.16000000,19138.64000000,19138.64000000,11.86479800
2020-12-14 14:35:00,19138.64000000,19138.82000000,19131.01000000,19138.16000000,19138.16000000,25.72945100
2020-12-14 14:36:00,19138.17000000,19143.78000000,19136.25000000,19137.57000000,19137.57000000,11.05378300
2020-12-14 14:37:00,19137.58000000,19137.58000000,19128.76000000,19130.38000000,19130.38000000,14.95904400
2020-12-14 14:38:00,19130.37000000,19130.38000000,19122.23000000,19122.24000000,19122.24000000,15.07771100
2020-12-14 14:39:00,19122.24000000,19124.16000000,19118.19000000,19122.71000000,19122.71000000,15.85789000
2020-12-14 14:40:00,19122.71000000,19128.46000000,19122.68000000,19125.93000000,19125.93000000,15.08369200
2020-12-14 14:41:00,19125.93000000,19126.89000000,19114.99000000,19115.00000000,19115.00000000,23.99132700
2020-12-14 14:42:00,19115.00000000,19117.69000000,19088.97000000,19092.71000000,19092.71000000,74.24858700
2020-12-14 14:43:00,19092.71000000,19109.10000000,19092.21000000,19098.88000000,19098.88000000,36.51845900
2020-12-14 14:44:00,19098.89000000,19108.31000000,19098.89000000,19107.20000000,19107.20000000,16.87165300
2020-12-14 14:45:00,19107.16000000,19108.30000000,19104.70000000,19106.53000000,19106.53000000,7.80122200
2020-12-14 14:46:00,19106.53000000,19111.24000000,19100.29000000,19108.08000000,19108.08000000,21.69194600
2020-12-14 14:47:00,19107.92000000,19108.54000000,19103.78000000,19106.49000000,19106.49000000,13.15255300
2020-12-14 14:48:00,19106.49000000,19109.46000000,19105.61000000,19107.88000000,19107.88000000,6.75413900
2020-12-14 14:49:00,19107.99000000,19126.91000000,19107.69000000,19126.62000000,19126.62000000,20.09585100
2020-12-14 14:50:00,19126.63000000,19129.27000000,19119.38000000,19121.19000000,19121.19000000,21.53702600
2020-12-14 14:51:00,19121.19000000,19122.24000000,19110.22000000,19110.22000000,19110.22000000,11.20851700
2020-12-14 14:52:00,19110.23000000,19119.78000000,19110.22000000,19115.32000000,19115.32000000,10.42671600
2020-12-14 14:53:00,19115.31000000,19121.59000000,19112.65000000,19120.17000000,19120.17000000,13.49751500
2020-12-14 14:54:00,19120.88000000,19130.00000000,19120.88000000,19122.79000000,19122.79000000,23.22444400
2020-12-14 14:55:00,19122.79000000,19145.24000000,19122.79000000,19139.68000000,19139.68000000,16.28959800
2020-12-14 14:56:00,19139.67000000,19180.02000000,19138.99000000,19176.54000000,19176.54000000,87.41104700
2020-12-14 14:57:00,19176.53000000,19198.00000000,19162.62000000,19190.21000000,19190.21000000,74.63121400
2020-12-14 14:58:00,19190.21000000,19200.00000000,19190.19000000,19192.75000000,19192.75000000,104.89386500
2020-12-14 14:59:00,19192.75000000,19207.93000000,19192.75000000,19206.23000000,19206.23000000,69.35080800
2020-12-14 15:00:00,19206.24000000,19210.00000000,19183.78000000,19189.97000000,19189.97000000,67.39293800
2020-12-14 15:01:00,19189.98000000,19206.20000000,19189.98000000,19191.34000000,19191.34000000,21.58616400
2020-12-14 15:02:00,19191.34000000,19197.75000000,19187.93000000,19190.94000000,19190.94000000,25.36936300
2020-12-14 15:03:00,19190.93000000,19191.12000000,19181.51000000,19182.40000000,19182.40000000,13.00844400
2020-12-14 15:04:00,19182.41000000,19182.41000000,19164.70000000,19171.59000000,19171.59000000,23.06006800
2020-12-14 15:05:00,19171.55000000,19175.54000000,19167.19000000,19173.18000000,19173.18000000,8.33751100
2020-12-14 15:06:00,19173.17000000,19173.98000000,19155.95000000,19156.80000000,19156.80000000,22.64960600
2020-12-14 15:07:00,19156.81000000,19162.57000000,19154.53000000,19157.49000000,19157.49000000,17.16929600
2020-12-14 15:08:00,19157.49000000,19159.00000000,19150.10000000,19157.09000000,19157.09000000,15.98346000
2020-12-14 15:09:00,19157.09000000,19157.10000000,19150.57000000,19152.14000000,19152.14000000,10.17862300
2020-12-14 15:10:00,19152.14000000,19153.00000000,19141.61000000,19143.44000000,19143.44000000,16.45666000
2020-12-14 15:11:00,19143.44000000,19147.62000000,19130.01000000,19131.44000000,19131.44000000,15.01364200
2020-12-14 15:12:00,19130.01000000,19135.19000000,19127.99000000,19134.11000000,19134.11000000,23.19698600
2020-12-14 15:13:00,19134.10000000,19135.47000000,19125.00000000,19127.48000000,19127.48000000,31.36435700
2020-12-14 15:14:00,19127.48000000,19132.68000000,19124.53000000,19132.68000000,19132.68000000,18.85883900
2020-12-14 15:15:00,19132.67000000,19132.68000000,19122.13000000,19128.90000000,19128.90000000,16.22750800
2020-12-14 15:16:00,19128.90000000,19146.30000000,19125.00000000,19140.02000000,19140.02000000,19.49686700
2020-12-14 15:17:00,19140.02000000,19140.31000000,19118.80000000,19123.50000000,19123.50000000,36.94564100
2020-12-14 15:18:00,19123.50000000,19123.51000000,19100.43000000,19112.02000000,19112.02000000,64.17209900
2020-12-14 15:19:00,19112.02000000,19151.87000000,19112.02000000,19143.91000000,19143.91000000,47.20857000
2020-12-14 15:20:00,19143.91000000,19146.98000000,19131.20000000,19132.91000000,19132.91000000,25.04174700
2020-12-14 15:21:00,19133.42000000,19138.85000000,19126.60000000,19132.00000000,19132.00000000,13.96902400
2020-12-14 15:22:00,19132.00000000,19157.40000000,19131.99000000,19153.51000000,19153.51000000,46.90857500
2020-12-14 15:23:00,19153.89000000,19174.53000000,19153.01000000,19167.88000000,19167.88000000,37.46084200
2020-12-14 15:24:00,19167.89000000,19172.57000000,19150.00000000,19152.65000000,19152.65000000,25.34201900
2020-12-14 15:25:00,19152.66000000,19162.69000000,19152.66000000,19155.23000000,19155.23000000,19.27729100
2020-12-14 15:26:00,19155.22000000,19166.13000000,19153.12000000,19159.52000000,19159.52000000,11.52232900
2020-12-14 15:27:00,19159.52000000,19175.00000000,19157.49000000,19174.99000000,19174.99000000,17.35433900
2020-12-14 15:28:00,19174.99000000,19176.85000000,19174.55000000,19176.49000000,19176.49000000,10.63341000
2020-12-14 15:29:00,19176.49000000,19177.86000000,19159.00000000,19160.65000000,19160.65000000,14.60634200
2020-12-14 15:30:00,19160.76000000,19172.50000000,19160.59000000,19172.49000000,19172.49000000,17.45569900
2020-12-14 15:31:00,19172.49000000,19180.07000000,19172.49000000,19177.83000000,19177.83000000,24.61802300
2020-12-14 15:32:00,19177.67000000,19177.67000000,19170.76000000,19172.60000000,19172.60000000,14.54843500
2020-12-14 15:33:00,19172.60000000,19176.99000000,19166.64000000,19170.00000000,19170.00000000,10.64742400
2020-12-14 15:34:00,19169.99000000,19169.99000000,19160.93000000,19161.17000000,19161.17000000,33.58178400
2020-12-14 15:35:00,19161.18000000,19162.77000000,19160.00000000,19160.00000000,19160.00000000,8.01377000
2020-12-14 15:36:00,19160.01000000,19160.01000000,19151.50000000,19154.91000000,19154.91000000,19.86235200
2020-12-14 15:37:00,19154.91000000,19188.24000000,19154.91000000,19185.95000000,19185.95000000,36.39321800
2020-12-14 15:38:00,19185.95000000,19187.43000000,19176.63000000,19180.23000000,19180.23000000,12.08735600
2020-12-14 15:39:00,19179.08000000,19180.19000000,19173.26000000,19177.88000000,19177.88000000,8.71147400
2020-12-14 15:40:00,19177.94000000,19188.21000000,19177.16000000,19185.90000000,19185.90000000,25.57585400
2020-12-14 15:41:00,19185.90000000,19188.40000000,19182.38000000,19188.23000000,19188.23000000,13.07092000
2020-12-14 15:42:00,19188.24000000,19188.96000000,19180.00000000,19183.39000000,19183.39000000,15.88911500
2020-12-14 15:43:00,19183.85000000,19195.76000000,19183.00000000,19191.57000000,19191.57000000,28.99251400
2020-12-14 15:44:00,19191.56000000,19194.74000000,19188.41000000,19193.58000000,19193.58000000,16.63820600
2020-12-14 15:45:00,19193.58000000,19193.58000000,19175.00000000,19177.99000000,19177.99000000,22.88200600
2020-12-14 15:46:00,19177.99000000,19189.00000000,19175.86000000,19189.00000000,19189.00000000,9.77433000
2020-12-14 15:47:00,19189.28000000,19189.29000000,19185.33000000,19187.15000000,19187.15000000,9.32328300
2020-12-14 15:48:00,19187.14000000,19194.72000000,19182.15000000,19184.36000000,19184.36000000,14.53678200
2020-12-14 15:49:00,19184.36000000,19189.07000000,19179.21000000,19179.21000000,19179.21000000,16.13374300
2020-12-14 15:50:00,19179.21000000,19180.00000000,19175.01000000,19176.28000000,19176.28000000,14.27434300
2020-12-14 15:51:00,19176.28000000,19178.34000000,19158.51000000,19158.51000000,19158.51000000,20.49975100
2020-12-14 15:52:00,19158.51000000,19160.00000000,19153.82000000,19158.34000000,19158.34000000,15.83027500
2020-12-14 15:53:00,19158.34000000,19159.42000000,19141.41000000,19149.76000000,19149.76000000,33.37301100
2020-12-14 15:54:00,19149.76000000,19150.41000000,19125.01000000,19132.99000000,19132.99000000,51.14358200
2020-12-14 15:55:00,19133.48000000,19166.22000000,19133.48000000,19157.08000000,19157.08000000,33.49284600
2020-12-14 15:56:00,19157.09000000,19161.72000000,19146.05000000,19154.89000000,19154.89000000,15.63433200
2020-12-14 15:57:00,19154.88000000,19171.10000000,19152.57000000,19159.96000000,19159.96000000,20.47496800
2020-12-14 15:58:00,19159.96000000,19168.20000000,19150.50000000,19154.11000000,19154.11000000,14.40590900
2020-12-14 15:59:00,19154.10000000,19158.83000000,19153.51000000,19155.80000000,19155.80000000,13.02639200
2020-12-14 16:00:00,19155.80000000,19161.50000000,19145.00000000,19155.25000000,19155.25000000,25.45302100
2020-12-14 16:01:00,19154.83000000,19155.95000000,19140.69000000,19145.53000000,19145.53000000,25.60894700
2020-12-14 16:02:00,19145.54000000,19148.82000000,19141.52000000,19148.00000000,19148.00000000,10.82831300
2020-12-14 16:03:00,19148.00000000,19160.00000000,19147.18000000,19160.00000000,19160.00000000,30.75827800
2020-12-14 16:04:00,19159.99000000,19172.00000000,19159.14000000,19167.88000000,19167.88000000,41.41487600
2020-12-14 16:05:00,19167.89000000,19175.00000000,19164.27000000,19170.09000000,19170.09000000,19.96193700
2020-12-14 16:06:00,19170.10000000,19170.90000000,19160.48000000,19166.48000000,19166.48000000,25.59664100
2020-12-14 16:07:00,19166.48000000,19174.99000000,19160.01000000,19174.53000000,19174.53000000,16.20568300
2020-12-14 16:08:00,19174.52000000,19180.00000000,19174.07000000,19179.74000000,19179.74000000,12.30080200
2020-12-14 16:09:00,19179.74000000,19192.67000000,19176.70000000,19190.17000000,19190.17000000,35.29595800
2020-12-14 16:10:00,19190.32000000,19208.97000000,19189.69000000,19200.02000000,19200.02000000,55.43514600
2020-12-14 16:11:00,19200.01000000,19230.00000000,19195.59000000,19221.24000000,19221.24000000,114.89940900
2020-12-14 16:12:00,19221.24000000,19221.99000000,19209.13000000,19217.45000000,19217.45000000,23.12850500
2020-12-14 16:13:00,19217.48000000,19221.86000000,19200.00000000,19212.96000000,19212.96000000,92.70356500
2020-12-14 16:14:00,19213.81000000,19216.81000000,19208.15000000,19214.05000000,19214.05000000,27.41651200
2020-12-14 16:15:00,19214.06000000,19219.57000000,19208.58000000,19209.43000000,19209.43000000,53.05094500
2020-12-14 16:16:00,19209.44000000,19210.16000000,19197.68000000,19197.87000000,19197.87000000,34.70790900
2020-12-14 16:17:00,19197.88000000,19210.11000000,19196.55000000,19208.18000000,19208.18000000,30.39237800
2020-12-14 16:18:00,19208.17000000,19208.18000000,19196.98000000,19205.50000000,19205.50000000,28.46209300
2020-12-14 16:19:00,19205.50000000,19205.50000000,19197.30000000,19202.51000000,19202.51000000,17.45651300
2020-12-14 16:20:00,19202.51000000,19210.00000000,19190.00000000,19193.03000000,19193.03000000,38.15594700
2020-12-14 16:21:00,19193.03000000,19194.45000000,19187.45000000,19190.33000000,19190.33000000,34.54696500
2020-12-14 16:22:00,19190.33000000,19190.33000000,19140.00000000,19180.16000000,19180.16000000,83.30995400
2020-12-14 16:23:00,19180.16000000,19190.33000000,19169.65000000,19180.00000000,19180.00000000,48.10383200
2020-12-14 16:24:00,19180.01000000,19193.29000000,19180.01000000,19189.38000000,19189.38000000,44.37648900
2020-12-14 16:25:00,19189.37000000,19190.00000000,19172.00000000,19175.73000000,19175.73000000,51.43568800
2020-12-14 16:26:00,19176.43000000,19190.00000000,19176.43000000,19188.18000000,19188.18000000,24.00363300
2020-12-14 16:27:00,19188.17000000,19191.79000000,19182.97000000,19185.40000000,19185.40000000,29.66078000
2020-12-14 16:28:00,19185.41000000,19185.41000000,19175.09000000,19178.73000000,19178.73000000,17.74388200
2020-12-14 16:29:00,19178.73000000,19180.87000000,19167.53000000,19179.61000000,19179.61000000,41.64670600
2020-12-14 16:30:00,19179.61000000,19182.32000000,19169.00000000,19175.34000000,19175.34000000,19.10757100
2020-12-14 16:31:00,19175.34000000,19178.50000000,19172.29000000,19175.99000000,19175.99000000,19.74201300
2020-12-14 16:32:00,19175.99000000,19190.63000000,19175.98000000,19185.82000000,19185.82000000,34.37574800
2020-12-14 16:33:00,19185.81000000,19190.00000000,19181.00000000,19181.98000000,19181.98000000,27.13232100
2020-12-14 16:34:00,19182.00000000,19198.77000000,19182.00000000,19194.01000000,19194.01000000,24.52280100
2020-12-14 16:35:00,19194.00000000,19196.86000000,19186.37000000,19190.96000000,19190.96000000,19.22811200
2020-12-14 16:36:00,19190.95000000,19193.01000000,19186.62000000,19186.62000000,19186.62000000,14.34653800
2020-12-14 16:37:00,19186.62000000,19193.41000000,19183.00000000,19193.22000000,19193.22000000,19.16246100
2020-12-14 16:38:00,19193.21000000,19199.48000000,19191.01000000,19199.47000000,19199.47000000,16.34432200
2020-12-14 16:39:00,19199.47000000,19213.38000000,19199.40000000,19209.09000000,19209.09000000,48.28020500
2020-12-14 16:40:00,19209.08000000,19213.03000000,19207.15000000,19208.46000000,19208.46000000,26.84415700
2020-12-14 16:41:00,19209.95000000,19212.85000000,19201.13000000,19201.14000000,19201.14000000,51.78102000
2020-12-14 16:42:00,19201.88000000,19202.73000000,19198.12000000,19198.26000000,19198.26000000,18.81175800
2020-12-14 16:43:00,19198.26000000,19209.00000000,19198.26000000,19208.11000000,19208.11000000,35.17869300
2020-12-14 16:44:00,19208.11000000,19208.44000000,19200.83000000,19206.69000000,19206.69000000,28.63348200
2020-12-14 16:45:00,19206.68000000,19207.46000000,19198.43000000,19200.58000000,19200.58000000,34.17701700
2020-12-14 16:46:00,19200.58000000,19202.97000000,19175.71000000,19179.33000000,19179.33000000,42.06443400
2020-12-14 16:47:00,19179.33000000,19196.84000000,19179.33000000,19194.61000000,19194.61000000,38.56825900
2020-12-14 16:48:00,19194.83000000,19195.24000000,19189.75000000,19190.35000000,19190.35000000,8.92613200
2020-12-14 16:49:00,19190.36000000,19217.70000000,19190.35000000,19212.75000000,19212.75000000,45.51062400
2020-12-14 16:50:00,19212.75000000,19212.75000000,19198.18000000,19198.49000000,19198.49000000,28.18910500
2020-12-14 16:51:00,19198.77000000,19210.76000000,19198.77000000,19208.91000000,19208.91000000,24.78401800
2020-12-14 16:52:00,19208.92000000,19217.11000000,19208.91000000,19216.38000000,19216.38000000,47.13004800
2020-12-14 16:53:00,19216.38000000,19230.00000000,19216.37000000,19230.00000000,19230.00000000,28.23675600
2020-12-14 16:54:00,19229.99000000,19235.00000000,19223.48000000,19231.48000000,19231.48000000,40.56629700
2020-12-14 16:55:00,19231.49000000,19240.00000000,19225.78000000,19235.64000000,19235.64000000,70.33800300
2020-12-14 16:56:00,19235.64000000,19239.99000000,19232.57000000,19235.79000000,19235.79000000,28.67028300
2020-12-14 16:57:00,19235.80000000,19244.69000000,19233.82000000,19242.20000000,19242.20000000,39.13731000
2020-12-14 16:58:00,19242.20000000,19242.92000000,19217.70000000,19221.98000000,19221.98000000,33.53059500
2020-12-14 16:59:00,19221.99000000,19222.00000000,19221.39000000,19222.00000000,19222.00000000,18.07549600
2020-12-14 17:00:00,19222.00000000,19249.60000000,19222.00000000,19249.59000000,19249.59000000,83.94826300
2020-12-14 17:01:00,19249.59000000,19258.96000000,19237.16000000,19242.61000000,19242.61000000,71.72905100
2020-12-14 17:02:00,19242.62000000,19246.40000000,19235.92000000,19241.13000000,19241.13000000,24.90050900
2020-12-14 17:03:00,19241.14000000,19249.39000000,19238.21000000,19244.68000000,19244.68000000,27.24927900
2020-12-14 17:04:00,19244.68000000,19249.00000000,19240.80000000,19242.75000000,19242.75000000,23.54042100
2020-12-14 17:05:00,19242.75000000,19249.00000000,19240.00000000,19245.32000000,19245.32000000,41.09099300
2020-12-14 17:06:00,19245.32000000,19245.32000000,19218.69000000,19224.48000000,19224.48000000,42.06869500
2020-12-14 17:07:00,19224.98000000,19227.49000000,19215.41000000,19219.99000000,19219.99000000,33.91770200
2020-12-14 17:08:00,19219.99000000,19230.00000000,19219.50000000,19224.77000000,19224.77000000,27.44600800
2020-12-14 17:09:00,19223.65000000,19227.66000000,19217.40000000,19223.11000000,19223.11000000,35.16051300
2020-12-14 17:10:00,19223.11000000,19224.00000000,19211.96000000,19213.26000000,19213.26000000,81.56535600
2020-12-14 17:11:00,19213.26000000,19213.55000000,19205.47000000,19208.97000000,19208.97000000,20.17668300
2020-12-14 17:12:00,19208.54000000,19208.97000000,19190.00000000,19193.00000000,19193.00000000,37.36050600
2020-12-14 17:13:00,19192.99000000,19193.87000000,19184.00000000,19188.99000000,19188.99000000,29.31092000
2020-12-14 17:14:00,19188.99000000,19191.71000000,19182.01000000,19184.12000000,19184.12000000,43.63284500
2020-12-14 17:15:00,19184.13000000,19191.71000000,19181.61000000,19183.21000000,19183.21000000,13.76846100
2020-12-14 17:16:00,19183.22000000,19184.50000000,19160.00000000,19160.01000000,19160.01000000,41.76077800
2020-12-14 17:17:00,19160.01000000,19161.33000000,19128.72000000,19149.14000000,19149.14000000,132.15162100
2020-12-14 17:18:00,19149.14000000,19159.89000000,19137.75000000,19143.94000000,19143.94000000,46.53140000
2020-12-14 17:19:00,19144.46000000,19160.00000000,19138.77000000,19153.99000000,19153.99000000,28.37515900
2020-12-14 17:20:00,19153.98000000,19160.00000000,19151.24000000,19153.12000000,19153.12000000,19.74594500
2020-12-14 17:21:00,19153.12000000,19164.50000000,19144.73000000,19160.77000000,19160.77000000,31.50591900
2020-12-14 17:22:00,19160.77000000,19161.73000000,19153.65000000,19161.72000000,19161.72000000,17.93729600
2020-12-14 17:23:00,19161.72000000,19162.81000000,19154.01000000,19154.90000000,19154.90000000,10.10729800
2020-12-14 17:24:00,19154.43000000,19162.79000000,19154.43000000,19158.29000000,19158.29000000,21.72731400
2020-12-14 17:25:00,19158.28000000,19178.30000000,19154.27000000,19168.13000000,19168.13000000,36.98932900
2020-12-14 17:26:00,19168.13000000,19169.99000000,19157.42000000,19160.01000000,19160.01000000,27.49851500
2020-12-14 17:27:00,19160.00000000,19169.34000000,19155.00000000,19169.32000000,19169.32000000,25.91801900
2020-12-14 17:28:00,19169.33000000,19169.33000000,19160.00000000,19162.54000000,19162.54000000,19.13326100
2020-12-14 17:29:00,19162.54000000,19163.97000000,19147.67000000,19151.03000000,19151.03000000,29.08866400
2020-12-14 17:30:00,19151.03000000,19151.03000000,19138.28000000,19146.39000000,19146.39000000,27.14439000
2020-12-14 17:31:00,19146.40000000,19147.24000000,19133.05000000,19133.72000000,19133.72000000,37.58037000
2020-12-14 17:32:00,19133.71000000,19148.30000000,19120.00000000,19141.55000000,19141.55000000,93.72652900
2020-12-14 17:33:00,19141.82000000,19155.50000000,19140.68000000,19152.53000000,19152.53000000,60.94818700
